Index,Id,Date,Hexlat,Hexlong,Price,Bathrooms,Bedrooms,Condition,Floors,Grade,Sqft Above,Sqft Basement,Sqft Living,Sqft Living15,Sqft Lot,Sqft Lot15,View,Waterfront,Yr Built,Yr Renovated,Zipcode,Nuisance Crime,Other Crime,Property Crime,Violent Crimes
16279,7338402690,4/1/2015,47.53036,-122.295,"335,000",2,6,3,1,7,1010,1010,2020,2020,7071,5000,0,0,1979,0,98108,,,,1
16280,7338402850,11/26/2014,47.53613333,-122.295,"250,000",3,4,3,2,7,1800,0,1800,1830,2500,6900,0,0,2000,0,98108,6,14,45,5
16312,7351200295,1/14/2015,47.73243333,-122.285,"1,150,000",1.75,3,3,2,7,1760,0,1760,1630,6788,7588,4,1,1940,1960,98125,1,,9,
16313,7352200025,10/13/2014,47.71511333,-122.275,"1,190,000",1.75,2,4,1,8,1040,1040,2080,2030,8112,8408,4,1,1939,1984,98125,,1,3,2
16314,7352200100,2/24/2015,47.71511333,-122.275,"1,360,000",1.75,2,3,2,8,2120,500,2620,1830,14138,8279,4,1,1931,1991,98125,,1,3,2
16315,7352200450,1/15/2015,47.70934,-122.275,"2,050,000",3.25,4,4,1.5,7,3480,100,3580,2410,19989,6389,4,1,1915,1965,98125,,1,6,
16317,7363600185,3/30/2015,47.69202,-122.275,"1,187,500",2.25,3,3,1,10,1920,940,2860,2860,10625,8075,4,0,1976,0,98115,,1,4,
16320,7369600080,10/30/2014,47.64871667,-122.41,"704,000",2.25,4,4,1,8,1490,1000,2490,1780,6973,5612,0,0,1953,0,98199,2,1,12,
16321,7370600020,10/7/2014,47.72088667,-122.365,"606,000",1.75,3,4,1,8,1130,840,1970,2280,8540,8540,3,0,1950,0,98177,1,3,10,
16322,7370600045,4/2/2015,47.72088667,-122.365,"640,000",1.75,3,3,1,8,1680,0,1680,1880,8100,7750,2,0,1950,0,98177,1,3,10,
16323,7370600050,8/19/2014,47.72088667,-122.365,"452,000",1,2,3,1,8,1340,0,1340,1680,8100,7752,2,0,1950,0,98177,1,3,10,
16324,7374200030,4/16/2015,47.77284667,-122.305,"387,000",1.75,4,3,1,7,1250,1250,2500,2040,7690,8646,0,0,1973,0,98155,,1,,
16334,7384500110,7/23/2014,47.56211667,-122.4,"685,000",2.5,3,4,3,8,2970,480,3450,1880,8000,6135,0,0,1927,1975,98116,,2,9,1
16337,7387500185,5/21/2014,47.51881333,-122.365,"249,900",1,2,3,1,6,1140,0,1140,1110,5500,5500,0,0,1947,0,98106,13,20,75,14
16338,7387500195,2/27/2015,47.51881333,-122.365,"367,000",1,4,3,1.5,6,1820,0,1820,1140,5500,5500,0,0,1947,0,98106,13,20,75,14
16339,7387500235,5/15/2014,47.51881333,-122.365,"340,000",1.75,3,3,1,7,980,980,1960,1070,8136,7480,0,0,1948,0,98106,13,20,75,14
16340,7387500235,3/17/2015,47.51881333,-122.365,"363,000",1.75,3,3,1,7,980,980,1960,1070,8136,7480,0,0,1948,0,98106,13,20,75,14
16341,7387500335,12/19/2014,47.51881333,-122.365,"280,000",1,3,3,1,6,830,150,980,1140,7480,7480,0,0,1948,0,98106,13,20,75,14
16342,7390400026,11/24/2014,47.48706,-122.24,"315,000",1.75,4,3,1,7,1140,710,1850,2210,8580,9240,0,0,1960,0,98178,,1,,
16343,7390400069,3/27/2015,47.48706,-122.24,"450,000",2.75,2,3,1,7,1510,1300,2810,2520,11205,13000,0,0,1968,0,98178,,1,,
16344,7394400080,3/4/2015,47.55345333,-122.295,"535,000",3.25,4,3,2,9,2330,510,2840,2160,4000,4867,3,0,2014,0,98108,2,2,24,4
16369,7409700215,6/6/2014,47.68047333,-122.295,"550,000",1.5,3,3,1.5,7,1640,260,1900,2090,5000,5000,0,0,1926,0,98115,3,3,31,2
16370,7409700215,3/13/2015,47.68047333,-122.295,"921,500",1.5,3,3,1.5,7,1640,260,1900,2090,5000,5000,0,0,1926,0,98115,3,3,31,2
16371,7410200431,8/6/2014,47.67758667,-122.29,"430,000",3.25,3,3,3,8,1550,0,1550,1550,1444,1444,0,0,2006,0,98115,7,4,41,4
16372,7414200010,12/18/2014,47.70645333,-122.37,"276,000",1,3,3,1,7,870,0,870,1440,8040,8040,0,0,1953,0,98177,4,,5,1
16389,7424700045,5/13/2015,47.61696333,-122.285,"2,050,000",3,5,5,2,9,2630,1200,3830,3050,8480,7556,1,0,1905,1994,98122,,3,17,
16390,7424700145,7/30/2014,47.61407667,-122.29,"1,190,000",3.5,3,3,3,10,2800,580,3380,2790,3333,5000,0,0,2008,0,98122,9,5,32,2
16402,7434500127,8/12/2014,47.70356667,-122.315,"527,000",2.25,3,3,1,7,1440,800,2240,1390,6450,6450,0,0,1979,0,98125,8,7,26,1
16403,7435500085,5/28/2014,47.55634333,-122.38,"380,000",2,3,3,1,7,1660,0,1660,1660,8281,7559,0,0,1949,0,98136,5,9,34,2
16404,7436000205,9/19/2014,47.54190667,-122.395,"665,000",1,3,4,1.5,7,1260,0,1260,2500,24550,12320,2,0,1937,0,98136,3,3,16,
16424,7443000480,5/7/2015,47.65160333,-122.365,"865,000",2,4,3,2,8,2130,620,2750,1290,5527,1764,0,0,1901,1987,98119,2,7,14,3
16425,7443000514,3/10/2015,47.65160333,-122.365,"525,000",3.5,3,3,2,8,1180,190,1370,1400,1764,1398,0,0,2000,0,98119,2,7,14,3
16426,7443000640,9/12/2014,47.64871667,-122.37,"460,000",1.75,3,4,1,8,700,700,1400,1370,2003,1281,0,0,1908,2006,98119,2,4,18,2
16427,7443000652,11/3/2014,47.64871667,-122.37,"365,000",1.5,2,3,2,8,700,90,790,1370,1123,1281,0,0,2003,0,98119,2,4,18,2
16428,7443000985,8/15/2014,47.65160333,-122.365,"475,000",2.5,5,3,1.5,6,1510,500,2010,1780,3600,3600,0,0,1912,0,98119,2,7,14,3
16429,7443001470,5/20/2014,47.64871667,-122.37,"755,000",2,6,3,1,7,1270,880,2150,1740,4505,4505,0,0,1952,0,98119,2,4,18,2
16430,7445000105,5/22/2014,47.65449,-122.36,"373,500",1,2,3,1,7,800,0,800,1300,3330,4320,0,0,1918,0,98107,15,8,44,9
16431,7445000115,5/27/2014,47.65449,-122.36,"725,000",1.5,3,3,1.5,7,1450,1050,2500,1300,4774,4000,2,0,1940,0,98107,15,8,44,9
16433,7452500045,8/5/2014,47.51881333,-122.375,"235,000",1,2,3,1,6,870,0,870,820,5000,5000,0,0,1949,0,98126,9,5,34,11
16434,7452500190,10/16/2014,47.51881333,-122.375,"345,000",1.75,3,4,1,6,710,0,710,900,5050,5050,0,0,1950,0,98126,9,5,34,11
16435,7452500285,8/11/2014,47.51881333,-122.375,"280,000",1,2,5,1,6,720,0,720,810,5000,5000,0,0,1951,0,98126,9,5,34,11
16436,7452500315,12/20/2014,47.51881333,-122.375,"285,000",1,2,3,1,6,710,500,1210,1100,4895,6000,0,0,1951,0,98126,9,5,34,11
16437,7452500340,12/4/2014,47.51881333,-122.375,"265,000",1,3,3,1,6,1080,0,1080,1100,4930,5950,0,0,1950,0,98126,9,5,34,11
16438,7452500365,6/25/2014,47.51881333,-122.375,"310,000",1,2,3,1,6,870,0,870,990,5400,5200,0,0,1950,2007,98126,9,5,34,11
16439,7452500530,2/19/2015,47.51881333,-122.375,"250,000",1,2,3,1,6,850,0,850,850,6370,5170,0,0,1951,0,98126,9,5,34,11
16440,7452500565,8/29/2014,47.51881333,-122.375,"260,000",2,3,3,2,6,2710,0,2710,850,5000,5000,0,0,1951,0,98126,9,5,34,11
16441,7452500730,4/24/2015,47.5217,-122.37,"264,950",1,2,3,1,6,1000,0,1000,1250,6000,6000,0,0,1951,0,98126,18,19,130,29
16442,7452500770,9/8/2014,47.5217,-122.37,"267,500",1,2,5,1,6,960,0,960,1010,5150,5000,0,0,1951,0,98126,18,19,130,29
16443,7452500815,3/10/2015,47.51881333,-122.375,"212,625",1,2,3,1,6,960,0,960,930,5000,5000,0,0,1951,0,98126,9,5,34,11
16444,7453000070,8/18/2014,47.51881333,-122.375,"275,000",1,2,3,1,6,940,0,940,940,5000,5000,0,0,1951,0,98126,9,5,34,11
16445,7454000030,8/16/2014,47.51881333,-122.375,"250,000",1,2,5,1,6,740,0,740,740,6840,6840,0,0,1942,0,98126,9,5,34,11
16446,7454000110,1/27/2015,47.51592667,-122.37,"202,000",1,2,3,1,6,670,0,670,740,7844,7218,0,0,1942,0,98126,1,6,9,3
16447,7454000145,3/6/2015,47.51881333,-122.375,"122,000",1,2,3,1,6,740,0,740,740,6840,6840,0,0,1942,0,98126,9,5,34,11
16448,7454000295,1/30/2015,47.51881333,-122.375,"245,000",1,2,3,1,6,710,0,710,740,6322,6720,0,0,1942,0,98126,9,5,34,11
16449,7454000315,4/24/2015,47.51304,-122.375,"299,500",1,2,3,1,6,740,0,740,740,6300,6300,0,0,1942,0,98126,4,,44,2
16450,7454000470,8/1/2014,47.51881333,-122.375,"412,500",1.75,3,3,1,6,1530,0,1530,920,6300,6300,0,0,1942,2004,98126,9,5,34,11
16451,7454000555,1/13/2015,47.51304,-122.375,"272,000",1,2,4,1,6,670,0,670,740,6300,6300,0,0,1942,0,98126,4,,44,2
16452,7454000585,4/27/2015,47.51304,-122.375,"289,000",1,2,3,1,6,710,0,710,740,6300,6300,0,0,1942,0,98126,4,,44,2
16453,7454000605,7/10/2014,47.51881333,-122.375,"279,000",1,2,5,1,6,670,0,670,760,6300,6300,0,0,1942,0,98126,9,5,34,11
16454,7454000875,4/6/2015,47.51592667,-122.37,"299,000",1,2,5,1,6,710,0,710,710,6732,6720,0,0,1942,0,98126,1,6,9,3
16455,7454000990,9/24/2014,47.51592667,-122.37,"304,950",1,2,5,1,6,670,0,670,710,6720,6720,0,0,1942,0,98126,1,6,9,3
16456,7454001060,4/8/2015,47.51015333,-122.37,"295,000",1,2,4,1,6,670,0,670,1080,7952,9525,0,0,1942,0,98146,1,1,8,
16457,7454001075,6/18/2014,47.51304,-122.375,"240,000",1,2,3,1,6,670,0,670,900,10920,7425,0,0,1942,0,98146,4,,44,2
16458,7454001090,3/9/2015,47.51304,-122.375,"307,000",1,3,3,1,6,670,100,770,920,6552,7200,0,0,1942,0,98146,4,,44,2
16459,7454001120,12/12/2014,47.51304,-122.375,"285,950",1,2,5,1,6,710,0,710,1100,7120,7020,0,0,1942,0,98146,4,,44,2
16460,7454001125,11/17/2014,47.51304,-122.375,"400,000",3,4,3,2,7,2240,0,2240,1060,7035,6300,0,0,1942,1993,98146,4,,44,2
16461,7454001200,6/4/2014,47.51304,-122.375,"390,000",2.25,3,5,1,7,1250,0,1250,1280,7500,7392,0,0,1942,0,98146,4,,44,2
16462,7454001210,6/3/2014,47.51304,-122.375,"239,000",1,3,3,2,6,1040,0,1040,1030,6860,6512,0,0,1942,0,98146,4,,44,2
16463,7454001280,6/11/2014,47.51304,-122.375,"220,000",1,3,3,1,6,1050,0,1050,740,6300,6300,0,0,1942,0,98146,4,,44,2
16464,7454001405,4/3/2015,47.51304,-122.375,"387,500",1,4,3,2,6,1370,0,1370,1090,7140,6300,0,0,1942,0,98146,4,,44,2
16465,7457000005,9/26/2014,47.68624667,-122.395,"1,220,000",2,4,5,2.5,8,3090,0,3090,1560,8125,6250,0,0,1918,0,98117,2,1,19,
16468,7460000015,6/20/2014,47.48417333,-122.315,"203,000",1,3,4,1,6,1150,0,1150,1210,7156,7156,0,0,1953,0,98168,,1,,
16469,7460000040,12/15/2014,47.48417333,-122.315,"292,000",1.75,3,3,1,7,1370,900,2270,1210,7156,7156,0,0,1948,0,98168,,1,,
16476,7465900060,2/5/2015,47.57366333,-122.38,"425,000",1,3,3,1,7,1010,0,1010,1290,5864,5000,0,0,1915,0,98116,1,2,16,5
16477,7465900205,10/24/2014,47.57366333,-122.38,"675,000",3,4,5,1.5,7,1710,1070,2780,1150,5000,5000,0,0,1919,0,98116,1,2,16,5
16557,7508700085,7/24/2014,47.72377333,-122.31,"386,500",2.25,3,3,1.5,8,1950,1000,2950,2060,8036,7200,0,0,1963,0,98125,1,5,9,
16566,7515000035,4/24/2015,47.69490667,-122.37,"395,350",1,2,4,1,6,1060,0,1060,1460,5754,7200,0,0,1917,0,98117,5,4,21,1
16567,7515000143,8/5/2014,47.69202,-122.375,"399,950",2.25,3,3,2,8,1094,266,1360,1522,1041,1382,0,0,2006,0,98117,35,13,86,22
16568,7517500085,4/25/2015,47.66315,-122.355,"712,500",1.75,3,3,1.5,7,1770,0,1770,1630,2800,3254,0,0,1914,0,98103,12,8,70,5
16569,7517500310,5/6/2015,47.66026333,-122.36,"775,000",1,3,4,1.5,7,1460,0,1460,2280,6198,5160,0,0,1916,0,98107,4,3,23,1
16570,7517500610,3/4/2015,47.66315,-122.355,"781,000",2.5,3,3,3,8,1920,0,1920,1670,1896,2994,3,0,2000,0,98103,12,8,70,5
16571,7517500611,5/21/2014,47.66315,-122.355,"720,000",2.5,3,3,3,8,2020,0,2020,1920,1159,3600,3,0,2000,0,98103,12,8,70,5
16572,7518500301,3/1/2015,47.67758667,-122.38,"490,000",1,3,3,1.5,7,1180,0,1180,1320,2250,5100,0,0,1902,0,98117,4,7,29,5
16573,7518500855,5/4/2015,47.68336,-122.38,"658,600",2,4,4,1.5,7,1400,0,1400,1400,4690,4690,0,0,1945,0,98117,4,5,23,2
16574,7518500885,5/19/2014,47.68336,-122.38,"560,000",1,4,3,1.5,7,1260,400,1660,1400,4690,3876,0,0,1945,0,98117,4,5,23,2
16575,7518500985,9/3/2014,47.68336,-122.38,"591,500",2.5,4,4,1.5,7,1140,550,1690,1600,4080,4590,0,0,1912,0,98117,4,5,23,2
16576,7518501025,3/27/2015,47.68336,-122.38,"580,000",1.75,3,3,1,7,1130,840,1970,1250,5100,4080,0,0,1908,1965,98117,4,5,23,2
16577,7518501140,1/13/2015,47.68336,-122.38,"300,000",2,3,3,2,7,1260,0,1260,1590,2550,3825,0,0,1987,0,98117,4,5,23,2
16578,7518501390,6/17/2014,47.68047333,-122.375,"473,000",1,2,4,1,7,900,0,900,1400,5100,5100,0,0,1909,0,98117,18,5,29,3
16579,7518501822,10/17/2014,47.67758667,-122.38,"469,000",2.5,3,3,3,8,1190,0,1190,1410,1290,1923,0,0,2008,0,98107,4,7,29,5
16580,7518502030,11/17/2014,47.67758667,-122.38,"410,000",2,4,3,1,6,950,950,1900,1230,5100,5100,0,0,1914,1973,98117,4,7,29,5
16581,7518502210,5/30/2014,47.67758667,-122.38,"645,500",1,2,4,1.5,7,1890,0,1890,1670,5202,5100,0,0,1909,0,98117,4,7,29,5
16582,7518502490,12/29/2014,47.67758667,-122.38,"515,000",2,3,5,1.5,7,1690,0,1690,1690,5100,5100,0,0,1907,0,98117,4,7,29,5
16583,7518502945,5/19/2014,47.68336,-122.38,"524,950",1.75,3,3,1,7,1290,600,1890,1320,3825,3825,0,0,1974,0,98117,4,5,23,2
16584,7518502960,2/27/2015,47.68336,-122.38,"395,000",1,2,4,1,6,980,0,980,1190,5100,5100,0,0,1907,0,98117,4,5,23,2
16585,7518503065,6/23/2014,47.68336,-122.38,"335,000",1,1,3,1,6,720,0,720,1320,5100,5100,0,0,1907,0,98117,4,5,23,2
16586,7518503200,7/1/2014,47.68336,-122.38,"459,500",1,2,3,1,7,850,400,1250,1370,3825,4998,0,0,1929,0,98117,4,5,23,2
16587,7518503220,10/28/2014,47.68336,-122.38,"520,000",1.5,2,3,1,8,1040,800,1840,1290,3825,5100,0,0,1928,0,98117,4,5,23,2
16588,7518503335,5/19/2014,47.67758667,-122.38,"475,000",1,2,3,1,7,860,630,1490,1460,3825,3825,0,0,1929,0,98117,4,7,29,5
16589,7518503490,7/31/2014,47.67758667,-122.38,"495,000",2,3,3,2,7,1340,0,1340,1370,2550,5100,0,0,1984,0,98117,4,7,29,5
16590,7518503685,10/9/2014,47.67758667,-122.38,"402,000",1,2,5,1,7,710,0,710,1530,5100,5100,0,0,1905,0,98117,4,7,29,5
16591,7518503830,7/23/2014,47.67758667,-122.38,"551,000",1.5,4,3,1.5,7,1470,0,1470,1470,5100,5100,0,0,1946,0,98117,4,7,29,5
16592,7518504130,6/26/2014,47.68047333,-122.385,"663,000",2,3,5,1,7,860,620,1480,1660,3876,3774,0,0,1928,0,98117,7,2,23,3
16593,7518504291,12/15/2014,47.68336,-122.38,"535,000",1,2,4,1,7,830,690,1520,1470,3360,3774,0,0,1927,0,98117,4,5,23,2
16594,7518504775,11/12/2014,47.68047333,-122.385,"549,000",1,5,3,2,7,1500,0,1500,1350,3978,4080,0,0,1929,0,98117,7,2,23,3
16595,7518505040,3/30/2015,47.68047333,-122.385,"415,000",1,1,3,1,6,700,0,700,1330,2550,4110,0,0,1954,0,98117,7,2,23,3
16596,7518505070,6/25/2014,47.6747,-122.385,"402,000",2.25,4,5,2,7,1650,350,2000,2000,3672,5100,0,0,1926,0,98117,12,2,39,8
16597,7518505160,9/25/2014,47.67758667,-122.38,"417,000",1,2,2,1.5,7,1190,0,1190,1920,5100,5100,0,0,1928,0,98117,4,7,29,5
16598,7518505345,12/29/2014,47.6747,-122.385,"550,000",1,2,4,1,7,950,0,950,1120,4080,4080,0,0,1924,0,98117,12,2,39,8
16599,7518505375,5/5/2015,47.6747,-122.385,"399,900",1,3,3,1.5,7,860,0,860,1540,1664,4080,0,0,1927,0,98117,12,2,39,8
16600,7518505610,3/25/2015,47.68047333,-122.385,"471,000",1,2,4,1,7,840,0,840,1550,5100,5100,0,0,1949,0,98117,7,2,23,3
16601,7518505851,6/16/2014,47.68047333,-122.385,"552,000",1,3,4,1,7,820,300,1120,1430,2300,5100,0,0,1912,0,98117,7,2,23,3
16602,7518505910,11/19/2014,47.68047333,-122.385,"528,000",1,2,4,1.5,7,1120,140,1260,1260,5100,5100,0,0,1925,0,98117,7,2,23,3
16603,7518505990,12/31/2014,47.68047333,-122.385,"600,000",1.75,3,4,1,7,1000,410,1410,1410,4080,4080,0,0,1950,0,98117,7,2,23,3
16604,7518506595,8/26/2014,47.68047333,-122.385,"660,000",2,3,4,1.5,7,2080,800,2880,1820,5100,5100,0,0,1926,0,98117,7,2,23,3
16605,7518506715,5/6/2014,47.68047333,-122.385,"979,000",2.5,3,3,3,10,2690,0,2690,2040,4047,5000,0,0,2014,0,98117,7,2,23,3
16606,7518506716,8/27/2014,47.68047333,-122.385,"969,950",2.5,3,3,3,10,2830,0,2830,1780,3750,5100,0,0,2014,0,98117,7,2,23,3
16607,7518506717,9/17/2014,47.68047333,-122.385,"959,000",2.5,3,3,3,10,2830,0,2830,1780,3750,5000,0,0,2014,0,98117,7,2,23,3
16608,7518507055,4/2/2015,47.6747,-122.385,"855,000",3.25,4,3,2,10,2030,600,2630,1810,2550,2600,0,0,2006,0,98117,12,2,39,8
16609,7518507330,7/24/2014,47.6747,-122.385,"535,610",1,3,5,1.5,7,1010,600,1610,1270,5100,5100,0,0,1901,0,98117,12,2,39,8
16610,7518507580,5/2/2015,47.68047333,-122.385,"581,000",1,2,4,1,7,1170,0,1170,1560,4080,4586,0,0,1909,0,98117,7,2,23,3
16611,7518507685,2/23/2015,47.68047333,-122.385,"400,000",1,3,4,2,7,1100,0,1100,1540,5100,5100,0,0,1900,0,98117,7,2,23,3
16612,7518508625,4/16/2015,47.68047333,-122.385,"900,000",1,3,3,1.5,8,1390,170,1560,1700,3825,5100,0,0,1930,0,98117,7,2,23,3
16613,7519000085,10/2/2014,47.68336,-122.36,"685,000",2.75,4,5,1.5,7,1280,380,1660,1490,5150,4017,0,0,1928,0,98117,3,4,36,2
16614,7519000170,7/23/2014,47.68336,-122.36,"690,000",2.5,3,4,1.5,7,1300,0,1300,1400,5150,4017,0,0,1920,0,98117,3,4,36,2
16615,7519000225,10/30/2014,47.68336,-122.36,"465,000",1,3,3,1.5,6,1580,0,1580,1580,3774,3860,0,0,1900,0,98117,3,4,36,2
16616,7519000335,12/3/2014,47.68624667,-122.365,"865,000",2.75,6,5,2,8,2430,1070,3500,1430,5150,3860,0,0,1909,0,98117,7,3,34,
16617,7519000471,6/25/2014,47.68336,-122.36,"657,000",2.5,4,4,1.5,7,1420,760,2180,1560,3375,3375,0,0,1926,0,98117,3,4,36,2
16618,7519000570,11/10/2014,47.68624667,-122.365,"545,000",1.5,4,3,1.5,7,1370,0,1370,2030,3708,3708,0,0,1926,0,98117,7,3,34,
16619,7519000580,11/6/2014,47.68624667,-122.365,"610,000",1,4,4,1.5,7,1390,0,1390,1430,3708,3708,0,0,1926,0,98117,7,3,34,
16620,7519000585,3/11/2015,47.68624667,-122.365,"520,000",1,2,3,1.5,7,1250,0,1250,1430,3708,3708,0,0,1926,0,98117,7,3,34,
16621,7519000665,4/8/2015,47.68336,-122.36,"565,000",1.5,5,4,1.5,6,1220,720,1940,1830,3430,4120,0,0,1926,0,98117,3,4,36,2
16622,7519001068,5/27/2014,47.68624667,-122.365,"460,000",3.5,3,3,2,8,1240,360,1600,1500,1431,4120,0,0,2006,0,98117,7,3,34,
16623,7519001275,3/1/2015,47.68624667,-122.365,"624,000",1.75,3,4,1,7,860,650,1510,1650,5200,4160,0,0,1922,0,98117,7,3,34,
16624,7519001321,2/10/2015,47.68624667,-122.365,"545,000",2,4,3,1,6,850,850,1700,1600,2350,4160,0,0,1926,2014,98117,7,3,34,
16625,7519001825,1/8/2015,47.68624667,-122.365,"455,000",1,2,4,1,6,870,200,1070,1520,5150,3860,0,0,1908,0,98117,7,3,34,
16626,7519001990,10/27/2014,47.68624667,-122.365,"361,500",1,2,4,1,6,840,0,840,1390,3860,3860,0,0,1909,0,98117,7,3,34,
16636,7522500005,8/15/2014,47.68624667,-122.395,"555,000",1.5,2,4,1,7,1080,700,1780,1690,4750,5962,0,0,1947,0,98117,2,1,19,
16637,7522500020,5/27/2014,47.68624667,-122.395,"730,001",2,3,5,1,7,1010,830,1840,1760,4750,5510,0,0,1951,0,98117,2,1,19,
16638,7522500070,2/4/2015,47.68624667,-122.395,"610,000",1,3,3,1,7,1040,760,1800,1320,5750,5625,0,0,1947,0,98117,2,1,19,
16699,7529500030,9/9/2014,47.55056667,-122.3,"385,000",4,6,3,1,7,1350,1350,2700,2260,7416,5324,0,0,1969,0,98108,7,1,30,7
16700,7533800170,7/7/2014,47.68624667,-122.275,"1,636,000",2.5,3,4,2,9,2550,560,3110,2630,6765,7626,1,0,1946,0,98115,2,,6,1
16701,7533800295,8/19/2014,47.68624667,-122.275,"1,750,000",3.25,4,3,2,10,3020,440,3460,3030,7749,8680,1,0,1950,1998,98115,2,,6,1
16702,7533800325,5/20/2014,47.68624667,-122.275,"1,100,000",2,3,5,2,8,2390,0,2390,2390,6888,7920,1,0,1939,0,98115,2,,6,1
16703,7533800885,10/27/2014,47.68624667,-122.275,"1,100,000",2.25,3,3,1,8,1420,1000,2420,2500,7200,7200,0,0,1948,0,98115,2,,6,1
16704,7537300210,1/28/2015,47.68336,-122.31,"580,000",1.5,2,3,1.5,7,1460,0,1460,1780,5700,3800,0,0,1912,0,98115,4,1,19,2
16706,7544800195,8/13/2014,47.60541667,-122.305,"415,000",1,1,3,1,7,760,0,760,1270,3000,3000,0,0,1900,0,98122,30,20,93,29
16707,7544800395,2/25/2015,47.60541667,-122.305,"450,000",2,3,3,1.5,7,1010,0,1010,1330,2820,3000,0,0,1905,0,98122,30,20,93,29
16708,7547300050,5/15/2014,47.56789,-122.36,"295,000",1.5,3,3,1,7,850,0,850,850,2500,5000,0,0,1986,0,98106,3,4,20,4
16709,7547300120,8/1/2014,47.56789,-122.36,"325,000",1,2,3,1,7,1080,0,1080,1010,5000,5000,0,0,1954,0,98106,3,4,20,4
16710,7548300170,3/31/2015,47.58809667,-122.315,"600,000",2.25,4,3,2,7,1790,970,2760,1310,5200,2059,0,0,1910,2003,98144,23,10,79,11
16711,7548300326,2/20/2015,47.58809667,-122.315,"290,000",2,4,3,1,7,1660,0,1660,1150,4788,5000,0,0,1968,0,98144,23,10,79,11
16712,7548300425,4/3/2015,47.59098333,-122.31,"336,000",1,1,3,2,7,1160,0,1160,2060,5000,5000,0,0,2000,0,98144,5,7,40,4
16713,7548300441,5/7/2014,47.58521,-122.31,"300,000",1,2,3,1,6,760,0,760,1750,3001,5000,0,0,1913,0,98144,8,3,34,5
16714,7548300731,8/8/2014,47.58521,-122.31,"559,950",2.5,3,3,3,9,1660,0,1660,1660,1458,1784,0,0,2014,0,98144,8,3,34,5
16715,7548300751,4/30/2015,47.58521,-122.31,"370,000",1.5,2,3,2,7,1080,200,1280,1340,2096,7452,0,0,2007,0,98144,8,3,34,5
16716,7548301041,6/23/2014,47.58809667,-122.305,"345,000",1.5,3,3,2,8,1140,280,1420,1340,1192,1213,0,0,2008,0,98144,15,8,39,15
16717,7548301044,7/10/2014,47.58809667,-122.305,"342,500",1.5,2,3,2,8,1100,220,1320,1340,826,1213,0,0,2008,0,98144,15,8,39,15
16718,7548301050,4/2/2015,47.58809667,-122.305,"390,000",1.5,2,3,2,8,1120,220,1340,1340,1402,1213,0,0,2008,0,98144,15,8,39,15
16719,7548301056,6/9/2014,47.58809667,-122.305,"345,000",1.5,2,3,2,8,1120,220,1340,1340,1210,1213,0,0,2008,0,98144,15,8,39,15
16720,7548800050,4/21/2015,47.58809667,-122.315,"550,000",3.75,3,3,2,8,1340,240,1580,1560,1303,1294,0,0,2010,0,98144,23,10,79,11
16721,7549800045,1/2/2015,47.55634333,-122.31,"475,000",3.5,4,3,2,8,1940,500,2440,2390,3052,4600,0,0,2006,0,98108,3,3,28,
16722,7549800168,5/27/2014,47.55634333,-122.31,"457,500",1.75,3,5,1,7,1050,790,1840,1840,4030,5040,0,0,1925,0,98108,3,3,28,
16723,7549800543,6/12/2014,47.55345333,-122.315,"300,000",3.25,3,3,2,7,1180,290,1470,1470,1235,1243,0,0,2008,0,98108,8,3,37,3
16724,7549801140,10/20/2014,47.55056667,-122.31,"260,000",1,2,3,1,6,750,0,750,920,6720,6720,0,0,1916,0,98108,10,2,18,4
16725,7549801385,6/12/2014,47.55056667,-122.31,"280,000",0.75,1,3,1,5,420,0,420,1420,6720,6720,0,0,1922,0,98108,10,2,18,4
16726,7549801395,11/13/2014,47.55056667,-122.31,"349,950",1.5,4,3,1.5,7,1420,0,1420,1560,6720,5600,0,0,1925,0,98108,10,2,18,4
16727,7549801565,12/19/2014,47.55345333,-122.315,"311,000",2,3,4,1.5,6,1190,0,1190,1460,7840,3240,0,0,1918,0,98108,8,3,37,3
16728,7549802030,11/4/2014,47.55345333,-122.315,"400,000",1.75,4,4,1,7,1120,730,1850,1610,6480,5040,0,0,1958,0,98108,8,3,37,3
16729,7549802535,11/11/2014,47.55056667,-122.31,"423,000",2,4,5,1.5,7,1130,840,1970,1500,6480,6480,0,0,1920,0,98108,10,2,18,4
16730,7549802600,5/28/2014,47.55056667,-122.31,"335,000",2,4,5,1,6,740,740,1480,1480,3132,6420,0,0,1910,0,98108,10,2,18,4
16731,7550800015,7/14/2014,47.6747,-122.395,"550,000",1.75,3,4,1,7,810,600,1410,1760,5000,5000,0,0,1923,0,98107,4,2,13,2
16732,7550800195,7/30/2014,47.6747,-122.395,"535,000",1.5,4,3,1.5,7,1390,190,1580,1580,5000,5000,0,0,1945,0,98107,4,2,13,2
16733,7550800736,5/6/2015,47.6747,-122.395,"600,000",1.75,2,2,1,7,880,300,1180,1470,5000,5000,0,0,1925,0,98107,4,2,13,2
16734,7550800915,2/19/2015,47.6747,-122.395,"417,200",1,2,3,1,6,1000,0,1000,1490,4000,5000,0,0,1910,0,98107,4,2,13,2
16735,7550800916,6/2/2014,47.6747,-122.395,"395,000",1,1,3,1,7,730,0,730,1520,3000,5000,0,0,1911,0,98107,4,2,13,2
16736,7550800945,10/7/2014,47.6747,-122.395,"526,000",1,2,4,1.5,7,1450,0,1450,1470,4500,5000,0,0,1921,0,98107,4,2,13,2
